molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,pchembl_value,assay_chembl_id,assay_description,assay_type,target_organism
CHEMBL1623548,CN(C)CCOCCOc1ccccc1-c1ccccc1,Kd,3801.89,nM,5.42,CHEMBL3997586,Displacement of [3H](-)CGP12177 from human beta2-AR expressed in CHOK1 cells after 2 hrs by TopCount microscintillation counting method,B,Homo sapiens
CHEMBL1621144,C=CCNCCOc1ccccc1-c1ccccc1,Kd,2630.27,nM,5.58,CHEMBL3997586,Displacement of [3H](-)CGP12177 from human beta2-AR expressed in CHOK1 cells after 2 hrs by TopCount microscintillation counting method,B,Homo sapiens
CHEMBL4092412,CC(C)(C)NC[C@@H](O)COc1ccccc1-c1ccccc1,Kd,0.03548,nM,10.45,CHEMBL3997586,Displacement of [3H](-)CGP12177 from human beta2-AR expressed in CHOK1 cells after 2 hrs by TopCount microscintillation counting method,B,Homo sapiens
CHEMBL4071616,CN(C)CCOc1ccc2ccccc2c1C=O,Kd,23442.29,nM,4.63,CHEMBL3997586,Displacement of [3H](-)CGP12177 from human beta2-AR expressed in CHOK1 cells after 2 hrs by TopCount microscintillation counting method,B,Homo sapiens
CHEMBL4067230,C[n+]1c(/C=C/Nc2ccccc2)sc2ccccc21,Kd,38904.51,nM,4.41,CHEMBL3997586,Displacement of [3H](-)CGP12177 from human beta2-AR expressed in CHOK1 cells after 2 hrs by TopCount microscintillation counting method,B,Homo sapiens
CHEMBL4094678,COc1cccc(/C=C2\Oc3c(CN4CCN(C)CC4)c(O)cc(C)c3C2=O)c1,Kd,17378.01,nM,4.76,CHEMBL3997586,Displacement of [3H](-)CGP12177 from human beta2-AR expressed in CHOK1 cells after 2 hrs by TopCount microscintillation counting method,B,Homo sapiens
CHEMBL4104850,COc1cccc(/C=C2\Oc3c(CN(C)C)c(O)cc(C)c3C2=O)c1,Kd,21877.62,nM,4.66,CHEMBL3997586,Displacement of [3H](-)CGP12177 from human beta2-AR expressed in CHOK1 cells after 2 hrs by TopCount microscintillation counting method,B,Homo sapiens
CHEMBL4086982,Cc1cc(O)c(CN(C)C)c2c1C(=O)/C(=C/c1ccccc1)O2,Kd,25118.86,nM,4.60,CHEMBL3997586,Displacement of [3H](-)CGP12177 from human beta2-AR expressed in CHOK1 cells after 2 hrs by TopCount microscintillation counting method,B,Homo sapiens
CHEMBL4097144,Cc1cc(O)c(CN2CCCC2)c2c1C(=O)/C(=C/c1cc3ccccc3o1)O2,Kd,14454.4,nM,4.84,CHEMBL3997586,Displacement of [3H](-)CGP12177 from human beta2-AR expressed in CHOK1 cells after 2 hrs by TopCount microscintillation counting method,B,Homo sapiens
CHEMBL4079127,CCOC(=O)c1cc(/C=C/c2sc3ccccc3[n+]2C)c2sc3ccccc3n12,Kd,891.25,nM,6.05,CHEMBL3997586,Displacement of [3H](-)CGP12177 from human beta2-AR expressed in CHOK1 cells after 2 hrs by TopCount microscintillation counting method,B,Homo sapiens
CHEMBL4089434,C[n+]1c(/C=C/c2ccccc2Cl)sc2ccccc21,Kd,4897.79,nM,5.31,CHEMBL3997586,Displacement of [3H](-)CGP12177 from human beta2-AR expressed in CHOK1 cells after 2 hrs by TopCount microscintillation counting method,B,Homo sapiens
CHEMBL4068256,CCCCN(C)Cc1c(O)cc(C)c2c1O/C(=C\c1cc3cc(Br)ccc3o1)C2=O,Kd,17782.79,nM,4.75,CHEMBL3997586,Displacement of [3H](-)CGP12177 from human beta2-AR expressed in CHOK1 cells after 2 hrs by TopCount microscintillation counting method,B,Homo sapiens
CHEMBL193627,CCN1C(=Cc2sc3ccccc3[n+]2C)C=Cc2cccc(C)c21,Ki,9.0,nM,8.05,CHEMBL3997588,Displacement of [3H]DHA from beta2-AR (unknown origin) expressed in baculovirus infected sf9 cell membranes after 1 hr by scintillation counting method,B,Homo sapiens
CHEMBL4062049,CCNCCOc1ccccc1-c1ccccc1,Ki,9.0,nM,8.05,CHEMBL3997588,Displacement of [3H]DHA from beta2-AR (unknown origin) expressed in baculovirus infected sf9 cell membranes after 1 hr by scintillation counting method,B,Homo sapiens
CHEMBL1625333,COCCNCCOc1ccccc1-c1ccccc1,Ki,9.0,nM,8.05,CHEMBL3997588,Displacement of [3H]DHA from beta2-AR (unknown origin) expressed in baculovirus infected sf9 cell membranes after 1 hr by scintillation counting method,B,Homo sapiens
CHEMBL4099306,CCOC(=O)C1Oc2cccc(OCC(O)CNC(C)C)c2C1C,Ki,9.0,nM,8.05,CHEMBL3997588,Displacement of [3H]DHA from beta2-AR (unknown origin) expressed in baculovirus infected sf9 cell membranes after 1 hr by scintillation counting method,B,Homo sapiens
CHEMBL2104145,CC(C)(C)NCC(O)COc1ccccc1-c1ccccc1,Kd,0.035,nM,10.46,CHEMBL3997586,Displacement of [3H](-)CGP12177 from human beta2-AR expressed in CHOK1 cells after 2 hrs by TopCount microscintillation counting method,B,Homo sapiens
CHEMBL4101524,COc1cccc(/C=C2\Oc3c(CN4CCCC4)c(O)cc(C)c3C2=O)c1,Kd,5495.41,nM,5.26,CHEMBL3997586,Displacement of [3H](-)CGP12177 from human beta2-AR expressed in CHOK1 cells after 2 hrs by TopCount microscintillation counting method,B,Homo sapiens
CHEMBL3354065,CCCCC1CCN(CCCN2C(=O)CCc3ccccc32)CC1,Ki,43651.58,nM,4.36,CHEMBL4048898,Displacement of [3H]CGP12177 from human recombinant beta2 adrenergic receptor expressed in HEK293 cell membranes after 90 mins by beta counting method,B,Homo sapiens
CHEMBL4072818,O=C1CCc2ccccc2N1CCCN1CCC(Cc2ccccc2)CC1,Ki,9549.93,nM,5.02,CHEMBL4048898,Displacement of [3H]CGP12177 from human recombinant beta2 adrenergic receptor expressed in HEK293 cell membranes after 90 mins by beta counting method,B,Homo sapiens
CHEMBL4085780,O=C1CCc2ccccc2N1CCCN1CCN(c2ccccc2)CC1,Ki,35481.34,nM,4.45,CHEMBL4048898,Displacement of [3H]CGP12177 from human recombinant beta2 adrenergic receptor expressed in HEK293 cell membranes after 90 mins by beta counting method,B,Homo sapiens
CHEMBL4174345,CNCC(O)COc1ccc(S(=O)(=O)NC(C)C)cc1.Cl,Ki,31622.78,nM,4.50,CHEMBL4145115,Displacement of [3H]-CGP12177 from human beta2 ADR expressed in HEK293T cell membrane after 90 mins by scintillation counting,B,Homo sapiens
CHEMBL4163665,CNCC(O)COc1ccc(S(=O)(=O)NC(C)C(C)C)cc1.Cl,Ki,30199.52,nM,4.52,CHEMBL4145115,Displacement of [3H]-CGP12177 from human beta2 ADR expressed in HEK293T cell membrane after 90 mins by scintillation counting,B,Homo sapiens
CHEMBL4161638,CNCC(O)COc1ccc(S(=O)(=O)NC(C)(C)C)cc1.Cl,Ki,5011.87,nM,5.30,CHEMBL4145115,Displacement of [3H]-CGP12177 from human beta2 ADR expressed in HEK293T cell membrane after 90 mins by scintillation counting,B,Homo sapiens
CHEMBL4162590,CNCC(O)COc1ccc(S(=O)(=O)NCCc2ccccc2)cc1.Cl,Ki,39810.72,nM,4.40,CHEMBL4145115,Displacement of [3H]-CGP12177 from human beta2 ADR expressed in HEK293T cell membrane after 90 mins by scintillation counting,B,Homo sapiens
CHEMBL4170519,CNCC(O)COc1ccc(S(=O)(=O)NCCOc2ccccc2)cc1.Cl,Ki,28183.83,nM,4.55,CHEMBL4145115,Displacement of [3H]-CGP12177 from human beta2 ADR expressed in HEK293T cell membrane after 90 mins by scintillation counting,B,Homo sapiens
CHEMBL4214761,CC(N)c1ccc(Cl)cc1,Ki,33800.0,nM,4.47,CHEMBL4187604,Displacement of [3H]-DHA from Nb80-fused beta2 adrenergic receptor (unknown origin) expressed in Sf9 cell membranes after 2 hrs by microbeta scintillation counting method,B,Homo sapiens
CHEMBL3358195,CNCc1cc2ccccc2s1,Ki,43200.0,nM,4.37,CHEMBL4187604,Displacement of [3H]-DHA from Nb80-fused beta2 adrenergic receptor (unknown origin) expressed in Sf9 cell membranes after 2 hrs by microbeta scintillation counting method,B,Homo sapiens
CHEMBL4202934,CNCc1ccc(-c2nccs2)cc1,Ki,33500.0,nM,4.47,CHEMBL4187604,Displacement of [3H]-DHA from Nb80-fused beta2 adrenergic receptor (unknown origin) expressed in Sf9 cell membranes after 2 hrs by microbeta scintillation counting method,B,Homo sapiens
CHEMBL4210507,NCc1ccc(-c2ncccn2)cc1,Ki,78100.0,nM,4.11,CHEMBL4187604,Displacement of [3H]-DHA from Nb80-fused beta2 adrenergic receptor (unknown origin) expressed in Sf9 cell membranes after 2 hrs by microbeta scintillation counting method,B,Homo sapiens
CHEMBL4209786,COc1ccc2c(c1)c(CCN)cn2C,Ki,20400.0,nM,4.69,CHEMBL4187604,Displacement of [3H]-DHA from Nb80-fused beta2 adrenergic receptor (unknown origin) expressed in Sf9 cell membranes after 2 hrs by microbeta scintillation counting method,B,Homo sapiens
CHEMBL4204907,CC(CC(F)(F)F)NCc1ccc(-c2nccs2)cc1,Ki,52300.0,nM,4.28,CHEMBL4187604,Displacement of [3H]-DHA from Nb80-fused beta2 adrenergic receptor (unknown origin) expressed in Sf9 cell membranes after 2 hrs by microbeta scintillation counting method,B,Homo sapiens
CHEMBL4202968,OCC(NCc1ccc(-c2nccs2)cc1)c1ccco1,Ki,95400.0,nM,4.02,CHEMBL4187604,Displacement of [3H]-DHA from Nb80-fused beta2 adrenergic receptor (unknown origin) expressed in Sf9 cell membranes after 2 hrs by microbeta scintillation counting method,B,Homo sapiens
CHEMBL4217119,Cc1ccccc1C(C)NCc1ccc(-c2ncccn2)cc1,Ki,4390.0,nM,5.36,CHEMBL4187604,Displacement of [3H]-DHA from Nb80-fused beta2 adrenergic receptor (unknown origin) expressed in Sf9 cell membranes after 2 hrs by microbeta scintillation counting method,B,Homo sapiens
CHEMBL4218602,CC(NC1CC(c2ccc(F)cc2)C1)c1ccc(Cl)cc1,Ki,7890.0,nM,5.10,CHEMBL4187604,Displacement of [3H]-DHA from Nb80-fused beta2 adrenergic receptor (unknown origin) expressed in Sf9 cell membranes after 2 hrs by microbeta scintillation counting method,B,Homo sapiens
CHEMBL4214185,COc1ccc2c(c1)c(CCNCCCc1ccc(Cl)cc1)cn2C,Ki,520.0,nM,6.28,CHEMBL4187604,Displacement of [3H]-DHA from Nb80-fused beta2 adrenergic receptor (unknown origin) expressed in Sf9 cell membranes after 2 hrs by microbeta scintillation counting method,B,Homo sapiens
CHEMBL4209269,COc1ccc2c(c1)c(CCNCCCc1cccc(C(F)(F)F)c1)cn2C,Ki,10400.0,nM,4.98,CHEMBL4187604,Displacement of [3H]-DHA from Nb80-fused beta2 adrenergic receptor (unknown origin) expressed in Sf9 cell membranes after 2 hrs by microbeta scintillation counting method,B,Homo sapiens
CHEMBL4208846,COc1ccc2c(c1)c(CCNCc1cc(OC(F)(F)F)ccc1F)cn2C,Ki,80400.0,nM,4.09,CHEMBL4187604,Displacement of [3H]-DHA from Nb80-fused beta2 adrenergic receptor (unknown origin) expressed in Sf9 cell membranes after 2 hrs by microbeta scintillation counting method,B,Homo sapiens
CHEMBL4238084,CC(=O)NCc1cccc(OC[C@@H](O)CNCCc2ccc(NS(=O)(=O)c3ccccc3)cc2)c1,EC50,23490.0,nM,4.63,CHEMBL4231527,Antagonist activity at human beta2 adrenergic receptor expressed in HEK293 cells co-expressing Galpha16 assessed as inhibition of isoproterenol-induced intercellular calcium mobilization pre-incubated for 10 mins before isoproterenol addition by Fluo-4AM dye-based fluorescence assay,F,Homo sapiens
CHEMBL4248093,CCc1ccccc1OC[C@@H](O)CNCCc1ccc(NS(=O)(=O)c2ccccc2)cc1,EC50,954.3,nM,6.02,CHEMBL4231527,Antagonist activity at human beta2 adrenergic receptor expressed in HEK293 cells co-expressing Galpha16 assessed as inhibition of isoproterenol-induced intercellular calcium mobilization pre-incubated for 10 mins before isoproterenol addition by Fluo-4AM dye-based fluorescence assay,F,Homo sapiens
CHEMBL4250215,CCc1ccccc1OC[C@@H](O)CNCCc1ccc(NC(=O)c2ccccc2)cc1,EC50,294.5,nM,6.53,CHEMBL4231527,Antagonist activity at human beta2 adrenergic receptor expressed in HEK293 cells co-expressing Galpha16 assessed as inhibition of isoproterenol-induced intercellular calcium mobilization pre-incubated for 10 mins before isoproterenol addition by Fluo-4AM dye-based fluorescence assay,F,Homo sapiens
CHEMBL4245968,CCc1ccccc1OC[C@@H](O)CNCCc1ccc(NC(=O)Cc2ccccc2)cc1,EC50,280.8,nM,6.55,CHEMBL4231527,Antagonist activity at human beta2 adrenergic receptor expressed in HEK293 cells co-expressing Galpha16 assessed as inhibition of isoproterenol-induced intercellular calcium mobilization pre-incubated for 10 mins before isoproterenol addition by Fluo-4AM dye-based fluorescence assay,F,Homo sapiens
CHEMBL4248727,CCc1ccccc1OC[C@@H](O)CNCCc1ccc(NC(=S)Nc2ccccc2)cc1,EC50,1419.0,nM,5.85,CHEMBL4231527,Antagonist activity at human beta2 adrenergic receptor expressed in HEK293 cells co-expressing Galpha16 assessed as inhibition of isoproterenol-induced intercellular calcium mobilization pre-incubated for 10 mins before isoproterenol addition by Fluo-4AM dye-based fluorescence assay,F,Homo sapiens
CHEMBL4246134,CC(=O)NCc1cccc(OC[C@@H](O)CNCCc2ccc(NC(=O)c3ccccc3)cc2)c1,EC50,6058.0,nM,5.22,CHEMBL4231527,Antagonist activity at human beta2 adrenergic receptor expressed in HEK293 cells co-expressing Galpha16 assessed as inhibition of isoproterenol-induced intercellular calcium mobilization pre-incubated for 10 mins before isoproterenol addition by Fluo-4AM dye-based fluorescence assay,F,Homo sapiens
CHEMBL4244929,CC(=O)NCc1cccc(OC[C@@H](O)CNCCc2ccc(NC(=O)Cc3ccccc3)cc2)c1,EC50,15930.0,nM,4.80,CHEMBL4231527,Antagonist activity at human beta2 adrenergic receptor expressed in HEK293 cells co-expressing Galpha16 assessed as inhibition of isoproterenol-induced intercellular calcium mobilization pre-incubated for 10 mins before isoproterenol addition by Fluo-4AM dye-based fluorescence assay,F,Homo sapiens
CHEMBL4237802,CC(=O)NCc1cccc(OC[C@@H](O)CNCCc2ccc(NC(=O)Nc3ccccc3)cc2)c1,EC50,9842.0,nM,5.01,CHEMBL4231527,Antagonist activity at human beta2 adrenergic receptor expressed in HEK293 cells co-expressing Galpha16 assessed as inhibition of isoproterenol-induced intercellular calcium mobilization pre-incubated for 10 mins before isoproterenol addition by Fluo-4AM dye-based fluorescence assay,F,Homo sapiens
CHEMBL4241176,CC(=O)NCc1cccc(OC[C@@H](O)CNCCc2ccc(NS(=O)(=O)Nc3ccccc3)cc2)c1,EC50,8433.0,nM,5.07,CHEMBL4231527,Antagonist activity at human beta2 adrenergic receptor expressed in HEK293 cells co-expressing Galpha16 assessed as inhibition of isoproterenol-induced intercellular calcium mobilization pre-incubated for 10 mins before isoproterenol addition by Fluo-4AM dye-based fluorescence assay,F,Homo sapiens
CHEMBL4245391,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2cccc3[nH]ccc23)cc1)c1ccccc1,EC50,353.1,nM,6.45,CHEMBL4231527,Antagonist activity at human beta2 adrenergic receptor expressed in HEK293 cells co-expressing Galpha16 assessed as inhibition of isoproterenol-induced intercellular calcium mobilization pre-incubated for 10 mins before isoproterenol addition by Fluo-4AM dye-based fluorescence assay,F,Homo sapiens
CHEMBL4237453,O=C(Nc1ccc(CCNC[C@H](O)COc2cccc3[nH]ccc23)cc1)c1ccccc1,EC50,117.8,nM,6.93,CHEMBL4231527,Antagonist activity at human beta2 adrenergic receptor expressed in HEK293 cells co-expressing Galpha16 assessed as inhibition of isoproterenol-induced intercellular calcium mobilization pre-incubated for 10 mins before isoproterenol addition by Fluo-4AM dye-based fluorescence assay,F,Homo sapiens
CHEMBL4241613,O=C(Cc1ccccc1)Nc1ccc(CCNC[C@H](O)COc2cccc3[nH]ccc23)cc1,EC50,83.14,nM,7.08,CHEMBL4231527,Antagonist activity at human beta2 adrenergic receptor expressed in HEK293 cells co-expressing Galpha16 assessed as inhibition of isoproterenol-induced intercellular calcium mobilization pre-incubated for 10 mins before isoproterenol addition by Fluo-4AM dye-based fluorescence assay,F,Homo sapiens
CHEMBL4249564,O=C(Nc1ccccc1)Nc1ccc(CCNC[C@H](O)COc2cccc3[nH]ccc23)cc1,EC50,52.21,nM,7.28,CHEMBL4231527,Antagonist activity at human beta2 adrenergic receptor expressed in HEK293 cells co-expressing Galpha16 assessed as inhibition of isoproterenol-induced intercellular calcium mobilization pre-incubated for 10 mins before isoproterenol addition by Fluo-4AM dye-based fluorescence assay,F,Homo sapiens
CHEMBL4282215,Oc1cc2c(cc1O)C(c1ccco1)=NCC2,EC50,5100.0,nM,5.29,CHEMBL4255517,Agonist activity at human beta2-AR expressed in CHOK1 cells co-expressing Galpha15 measured after 21 secs to 120 secs by Calcium-4 dye based FLIPR assay,F,Homo sapiens
CHEMBL4292818,Oc1cc2c(cc1O)[C@@H](Cc1ccccc1)NCC2,EC50,87.9,nM,7.06,CHEMBL4255517,Agonist activity at human beta2-AR expressed in CHOK1 cells co-expressing Galpha15 measured after 21 secs to 120 secs by Calcium-4 dye based FLIPR assay,F,Homo sapiens
CHEMBL4285281,COc1cc2c3c(c1OC)-c1ccccc1[C@@H](O)[C@@H]3NCC2,IC50,1.4,nM,8.85,CHEMBL4258826,Displacement of [3H]-CGP-12177 from human beta2-adrenergic receptor,B,Homo sapiens
CHEMBL4279962,COc1cc2c3c(c1OC)-c1ccccc1[C@H](O)[C@H]3NCC2,IC50,1600.0,nM,5.80,CHEMBL4258826,Displacement of [3H]-CGP-12177 from human beta2-adrenergic receptor,B,Homo sapiens
CHEMBL4279531,COc1cc2c3c(c1OC)-c1ccccc1[C@@H](O)[C@H]3NCC2,IC50,210.0,nM,6.68,CHEMBL4258826,Displacement of [3H]-CGP-12177 from human beta2-adrenergic receptor,B,Homo sapiens
CHEMBL4290197,COc1cc2c3c(c1OC)-c1ccccc1[C@@H](O)[C@]3(C)NCC2,IC50,20.0,nM,7.70,CHEMBL4258826,Displacement of [3H]-CGP-12177 from human beta2-adrenergic receptor,B,Homo sapiens
CHEMBL4280606,COc1ccc(CCNC[C@H](O)c2ccccc2)cc1OC,IC50,8400.0,nM,5.08,CHEMBL4258826,Displacement of [3H]-CGP-12177 from human beta2-adrenergic receptor,B,Homo sapiens
CHEMBL4279466,CCc1cc2c(cc1CC)CC(NC(CO)c1ccc(O)c3[nH]c(=O)ccc13)C2,EC50,316.23,nM,6.50,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4289813,O=c1ccc2c(C(CO)NCCc3ccccc3)ccc(O)c2[nH]1,EC50,1.585,nM,8.80,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4294937,O=c1ccc2c(C(CO)NCCCc3ccccc3)ccc(O)c2[nH]1,EC50,10.0,nM,8.00,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4287029,O=c1ccc2c(C(CO)NCCCCc3ccccc3)ccc(O)c2[nH]1,EC50,12.59,nM,7.90,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4279788,O=c1ccc2c(C(CO)NCCc3c[nH]c4ccccc34)ccc(O)c2[nH]1,EC50,316.23,nM,6.50,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4290441,O=c1ccc2c(C(CO)NCCCCOCCCCc3ccccc3)ccc(O)c2[nH]1,EC50,251.19,nM,6.60,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4288132,O=c1ccc2c(C(CO)NCCCCCCOCCCCc3ccccc3)ccc(O)c2[nH]1,EC50,5.012,nM,8.30,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4280227,O=c1ccc2c(C(CO)NCCc3ccccc3O)ccc(O)c2[nH]1,EC50,10.0,nM,8.00,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4291538,O=c1ccc2c(C(CO)NCCc3cccc(O)c3)ccc(O)c2[nH]1,EC50,794.33,nM,6.10,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4283676,O=c1ccc2c(C(CO)NCCc3ccc(O)cc3)ccc(O)c2[nH]1,EC50,3.162,nM,8.50,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4281324,COc1ccccc1CCNC(CO)c1ccc(O)c2[nH]c(=O)ccc12,EC50,5.012,nM,8.30,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4291941,COc1cccc(CCNC(CO)c2ccc(O)c3[nH]c(=O)ccc23)c1,EC50,1.995,nM,8.70,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4289233,COc1ccc(CCNC(CO)c2ccc(O)c3[nH]c(=O)ccc23)cc1,EC50,19.95,nM,7.70,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4278577,O=c1ccc2c(C(CO)NCCc3ccccc3Cl)ccc(O)c2[nH]1,EC50,1.995,nM,8.70,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4292648,O=c1ccc2c(C(CO)NCCc3cccc(Cl)c3)ccc(O)c2[nH]1,EC50,2.512,nM,8.60,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4282047,O=c1ccc2c(C(CO)NCCc3ccc(Cl)cc3)ccc(O)c2[nH]1,EC50,39.81,nM,7.40,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4277527,CC(C)(Cc1ccccc1)NC(CO)c1ccc(O)c2[nH]c(=O)ccc12,EC50,50.12,nM,7.30,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4285474,O=c1ccc2c(C(CO)NCC(c3ccccc3)c3ccccc3)ccc(O)c2[nH]1,EC50,630.96,nM,6.20,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4280939,Nc1ccc(CCNC(CO)c2ccc(O)c3[nH]c(=O)ccc23)cc1,EC50,79.43,nM,7.10,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4288842,O=C(Nc1ccc(CCNC(CO)c2ccc(O)c3[nH]c(=O)ccc23)cc1)c1ccccc1,EC50,50.12,nM,7.30,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4284345,O=C(Cc1ccccc1)Nc1ccc(CCNC(CO)c2ccc(O)c3[nH]c(=O)ccc23)cc1,EC50,3.981,nM,8.40,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4292249,CC(C)C(=O)Nc1ccc(CCNC(CO)c2ccc(O)c3[nH]c(=O)ccc23)cc1,EC50,50.12,nM,7.30,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4276877,CCCCC(=O)Nc1ccc(CCNC(CO)c2ccc(O)c3[nH]c(=O)ccc23)cc1,EC50,316.23,nM,6.50,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4287518,CC(C)CC(=O)Nc1ccc(CCNC(CO)c2ccc(O)c3[nH]c(=O)ccc23)cc1,EC50,630.96,nM,6.20,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4284146,O=c1ccc2c([C@@H](CO)NCCc3ccc(O)cc3)ccc(O)c2[nH]1,EC50,1.26,nM,8.90,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL4288610,O=c1ccc2c([C@H](CO)NCCc3ccc(O)cc3)ccc(O)c2[nH]1,EC50,328.0,nM,6.48,CHEMBL4271650,Agonist activity at human beta2 adrenergic receptor expressed in HEK293 cells assessed as increase in cAMP accumulation after 60 mins by HTRF assay,F,Homo sapiens
CHEMBL152067,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,Ki,900.0,nM,6.05,CHEMBL4306790,Binding affinity to beta2 adrenergic receptor (unknown origin) by radioligand binding assay,B,Homo sapiens
CHEMBL4472703,CC[C@H]1c2cc(OC)ccc2CC[C@@]1(C)N,Ki,5011.87,nM,5.30,CHEMBL4308622,Displacement of [3H]-CGP12177 from human recombinant adrenergic Beta2 receptor expressed in Flp-In HEK cells after 90 mins by microbeta scintillation counting method,B,Homo sapiens
CHEMBL4447975,COc1cc(OC)c2c(c1)OC[C@@]1(C)NCC[C@@H]21,Ki,575.44,nM,6.24,CHEMBL4308622,Displacement of [3H]-CGP12177 from human recombinant adrenergic Beta2 receptor expressed in Flp-In HEK cells after 90 mins by microbeta scintillation counting method,B,Homo sapiens
CHEMBL4459696,COC(=O)CSCCCc1ccccc1OCC(O)CNC(C)C,Ki,15.0,nM,7.82,CHEMBL4312072,Displacement of [3H](-)CGP 12177 from human recombinant beta2 adrenoceptor after 120 mins by scintillation counting method,B,Homo sapiens
CHEMBL4542960,CC(C)NCC(O)COc1ccccc1CCCSCC(=O)NCCOCCOCCNC(=O)OC(C)(C)C,Ki,3.2,nM,8.49,CHEMBL4312072,Displacement of [3H](-)CGP 12177 from human recombinant beta2 adrenoceptor after 120 mins by scintillation counting method,B,Homo sapiens
CHEMBL4458797,CC(C)NCC(O)COc1ccccc1CCCSCC(=O)NCCOCCOCCN,Ki,2.9,nM,8.54,CHEMBL4312072,Displacement of [3H](-)CGP 12177 from human recombinant beta2 adrenoceptor after 120 mins by scintillation counting method,B,Homo sapiens
